,title,movie_text_data
1066,Don't Bet on Women,"Don't Bet on Women Don't Bet on Women Comedy, Romance William K. Howard William Anthony McGuire, Leon Gordon Fox Film Corporation Edmund Lowe, Jeanette MacDonald, Roland Young, J.M. Kerrigan, Una Merkel, Helene Millard At a big party, Roger Fallon, now a woman-hater, right to the core - this all due to a failed marriage and disastrous love affairs - talks to Herbert Drake. Herbert who is happily married, ..."
1067,Dracula,"Dracula Dracula Drama, Fantasy, Horror Tod Browning, Karl Freund Bram Stoker, Hamilton Deane Universal Pictures Bela Lugosi, Helen Chandler, David Manners, Dwight Frye, Edward Van Sloan, Herbert Bunston, Frances Dade, Joan Standing, Charles K. Gerrard The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina."
1068,Drácula,"Drácula Drácula Drama, Fantasy, Horror George Melford, Enrique Tovar Ávalos Bram Stoker, Baltasar Fernández Cué Universal Pictures Carlos Villarías, Lupita Tovar, Barry Norton, Pablo Álvarez Rubio, Eduardo Arozamena, José Soriano Viosca, Carmen Guerrero, Amelia Senisterra, Manuel Arbó Centuries-old vampire Dracula preys upon the innocent Eva and her friends."
1070,The Drums of Jeopardy,"The Drums of Jeopardy The Drums of Jeopardy Crime, Drama, Horror George B. Seitz Harold McGrath Tiffany Productions Warner Oland, June Collyer, Lloyd Hughes, Clara Blandick, Hale Hamilton, Wallace MacDonald, George Fawcett, Florence Lake, Mischa Auer, Ernest Hilliard A mad doctor is determined to take revenge on the family he believes is responsible for his daughter's death."
1071,The Easiest Way,"The Easiest Way The Easiest Way Drama, Romance Jack Conway Edith Ellis, Eugene Walter Metro-Goldwyn-Mayer (MGM) Constance Bennett, Adolphe Menjou, Robert Montgomery, Anita Page, Marjorie Rambeau, J. Farrell MacDonald, Clara Blandick, Clark Gable Growing up in a poor working-class family, Laura decides not to marry the boy-next-door and instead accepts wealthy, older Will Brockton's invitation to move in with him. After falling in ..."
1072,East Lynne,"Ripudiata East Lynne Drama, Romance Frank Lloyd Mrs. Henry Wood, Tom Barry Fox Film Corporation Ann Harding, Clive Brook, Conrad Nagel, Cecilia Loftus, Beryl Mercer, O.P. Heggie, Flora Sheffield, David Torrence, Wally Albright, Ronnie Cosby, Eric Mayne The refined Lady Isabel Carlisle, after leaving her family and enduring nearly a decade of hardships, learns that her son has fallen ill. Despite being nearly blinded as the result of an explosion, she returns home to see her son again."
1073,East of Borneo,"Borneo selvaggio East of Borneo Adventure George Melford Edwin H. Knopf, Dale Van Every Universal Pictures Rose Hobart, Charles Bickford, Georges Renavent, Lupita Tovar, Noble Johnson, Tom London Woman treks through jungle to find her missing husband."
1074,The Heart of New York,"The Heart of New York The Heart of New York Comedy Mervyn LeRoy David Freedman, Arthur Caesar Warner Bros. Joe Smith, Charles Dale, George Sidney, Ruth Hall, Aline MacMahon, Anna Appel, Donald Cook, Oscar Apfel, Harold Waldridge, Marion Byron, George MacFarlane, Ann Brody, Charles Coleman In the Jewish enclave of New York's lower East Side, hapless inventor Mendel is constantly in debt since he uses all his (and other people's) money to tinker with machines that will make ..."
1076,Everything's Rosie,"Everything's Rosie Everything's Rosie Comedy, Romance Clyde Bruckman Al Boasberg, Tim Whelan RKO Radio Pictures Robert Woolsey, Anita Louise, John Darrow, Florence Roberts, Clifford Dempsey, Lita Chevret, Alfred P. James, Frank Beal A carnival huckster and his 17-year-old foster daughter try to be accepted by the townspeople when she and a handsome lad fall in love."
1077,Expensive Women,"Expensive Women Expensive Women Drama Hobart Henley Wilson Collison, Harvey F. Thew Warner Bros. Dolores Costello, H.B. Warner, Warren William, Anthony Bushell, Polly Walters, Joe Donahue, George Irving, Billy House Expensive Women is a 1931 Pre-Code talking film drama directed by silent film veteran Hobart Henley and stars Dolores Costello. It was Costello's final film as a leading lady and star for ..."
1078,The False Madonna,"The False Madonna The False Madonna Crime, Drama, Romance Stuart Walker Arthur Kober, Ray Harris Paramount Pictures Kay Francis, William 'Stage' Boyd, Conway Tearle, John Breeden, Marjorie Gateson, Charles D. Brown A woman who is a member of a gang of con artists impersonates the mother of a wealthy blind man; she comes to feel a true motherly love for the young man, and refuses to try to cheat him."
1079,50 Million Frenchmen,"50 Million Frenchmen 50 Million Frenchmen Comedy, Musical, Romance Lloyd Bacon Herbert Fields, E. Ray Goetz Warner Bros. Ole Olsen, Chic Johnson, William Gaxton, Helen Broderick, John Halliday, Claudia Dell, Lester Crawford, Evalyn Knapp, Charles Judels, Carmelita Geraghty, Vera Gordon, Nat Carr Independently wealthy American Jack Forbes has just arrived in Paris. Because of his wealth, he can have any woman on his arms. Currently that role is filled by Marcelle Dubrey, but Jack ..."
1080,Fighting Caravans,"L'ultima carovana Fighting Caravans Romance, Western Otto Brower, David Burton Zane Grey, Edward E. Paramore Jr. Paramount Pictures Gary Cooper, Lili Damita, Ernest Torrence, Tully Marshall, Fred Kohler, Eugene Pallette, Roy Stewart, May Boley, Eve Southern, Frank Campeau, Charles Winninger, Frank Hagney A young frontier scout helps guide a freight wagon train across the country, fighting off Indians and evil traders, while his two crusty companions try and save him from falling in love."
1082,The Finger Points,"The Finger Points The Finger Points Crime, Drama John Francis Dillon John Monk Saunders, W.R. Burnett First National Pictures Richard Barthelmess, Fay Wray, Regis Toomey, Robert Elliott, Clark Gable, Oscar Apfel, Robert Gleckler, Noel Madison Rookie reporter receives bribes from gangsters to suspend negative press."
1083,Five Star Final,"Five Star Final Five Star Final Crime, Drama Mervyn LeRoy Louis Weitzenkorn, Byron Morgan First National Pictures Edward G. Robinson, Marian Marsh, H.B. Warner, Anthony Bushell, George E. Stone, Frances Starr, Ona Munson, Boris Karloff, Aline MacMahon, Oscar Apfel, Purnell Pratt, Robert Elliott The City Editor of a sleazy tabloid goes against his own journalistic ethics to resurrect a twenty year old murder case... with tragic results."
1084,Five and Ten,"Five and Ten Five and Ten Drama, Romance Robert Z. Leonard Fannie Hurst, Andrew Percival Younger Cosmopolitan Productions Marion Davies, Leslie Howard, Richard Bennett, Irene Rich, Douglass Montgomery, Mary Duncan After her businessman father moves her family from Kansas City to New York, a woman falls in love with an engaged man."
1085,Flying High,"Flying High Flying High Comedy, Musical, Romance Charles Reisner Buddy G. DeSylva, Lew Brown Metro-Goldwyn-Mayer (MGM) Bert Lahr, Charlotte Greenwood, Pat O'Brien, Kathryn Crawford, Charles Winninger, Hedda Hopper, Guy Kibbee, Herbert Braggiotti, Gus Arnheim, Gus Arnheim and His Orchestra An eccentric inventor and his new flying machine are the focus of this musical comedy."
1086,Frankenstein,"Frankenstein Frankenstein Drama, Horror, Romance James Whale John L. Balderston, Mary Shelley Universal Pictures Colin Clive, Mae Clarke, John Boles, Boris Karloff, Edward Van Sloan, Frederick Kerr, Dwight Frye, Lionel Belmore, Marilyn Harris An obsessed scientist assembles a living being from parts of exhumed corpses."
1087,A Free Soul,"Io amo A Free Soul Crime, Drama, Romance Clarence Brown Adela Rogers St. Johns, Becky Gardiner Metro-Goldwyn-Mayer (MGM) Norma Shearer, Leslie Howard, Lionel Barrymore, Clark Gable, James Gleason, Lucy Beaumont An alcoholic lawyer who successfully defended a notorious gambler on a murder charge objects when his free-spirited daughter becomes romantically involved with him."
1088,Friends and Lovers,"La sfinge dell'amore Friends and Lovers Drama, Romance, War Victor Schertzinger Maurice Dekobra, Wallace Smith RKO Radio Pictures Adolphe Menjou, Lili Damita, Laurence Olivier, Erich von Stroheim, Hugh Herbert, Frederick Kerr, Blanche Friderici, Vadim Uraneff, Jean Del Val British Army Captain Geoff Roberts carries on an affair with Alva, the wife of the cruel Victor Sangrito. Sangrito, however, is well aware of the affair, as he uses his beautiful wife to ..."
1089,The Front Page,"The Front Page The Front Page Comedy, Crime, Drama Lewis Milestone Ben Hecht, Charles MacArthur The Caddo Company Adolphe Menjou, Pat O'Brien, Mary Brian, Edward Everett Horton, Walter Catlett, George E. Stone, Mae Clarke, Slim Summerville, Matt Moore, Frank McHugh, Clarence Wilson, Fred Howard, Phil Tead, Eugene Strong, Spencer Charters An investigative reporter sees an opportunity for the story of a lifetime when an accused murderer escapes hanging."
1090,The Galloping Ghost,"The Galloping Ghost The Galloping Ghost Action, Adventure, Crime B. Reeves Eason Helmer Walton Bergman, Ford Beebe Mascot Pictures Harold 'Red' Grange, Dorothy Gulliver, Walter Miller, Francis X. Bushman Jr., Gwen Lee, Tom Dugan, Theodore Lorch, Edward Hearn, Ernie Adams, Tom London, Frank Brownlee, Edward Peil Sr., Joseph P. Mack, Stepin Fetchit, Dick Dickinson A gambling ring run out of the Mogul Taxi company is intent on fixing college football games. Football star Harold ""Red"" Grange is a target for the gamblers, whose thugs try to eliminate ..."
1091,The Gay Diplomat,"Il bel capitano The Gay Diplomat Drama Richard Boleslawski Doris Anderson, Alfred Jackson RKO Radio Pictures Genevieve Tobin, Betty Compson, Ivan Lebedeff, Ilka Chase, Purnell Pratt, Colin Campbell, Arthur Edmund Carewe, Edward Martindel, John St. Polis, Judith Vosselli, George Irving, Rita La Roy Captain Orloff is sent to Bucharest to capture a Mata Hari type of spy, but many different women fit the bill and are attractive enough to make one question one's allegiance."
1092,Gentleman's Fate,"Gentleman's Fate Gentleman's Fate Crime, Drama Mervyn LeRoy Ursula Parrott, Leonard Praskins Metro-Goldwyn-Mayer (MGM) John Gilbert, Louis Wolheim, Leila Hyams, Anita Page, Marie Prevost, John Miljan, George Cooper, Ferike Boros, Ralph Ince, Frank Reicher, Paul Porcasi, Tenen Holtz Jack lives the high life and wants to make Marjorie his one and only. He then learns that his deceased father is alive but dying of lead poisoning. His father sent him away, twenty years ..."
1093,Girls About Town,"Ragazze per la città Girls About Town Comedy George Cukor Zoe Akins, Raymond Griffith Paramount Pictures Kay Francis, Joel McCrea, Lilyan Tashman, Eugene Pallette, Alan Dinehart, Lucile Gleason, Anderson Lawler, Lucile Browne, George Barbier, Robert McWade, Louise Beavers, Judith Wood Two gold diggers prey on old rich men, but one of them falls in love with a young, rich man."
1094,God's Gift to Women,"God's Gift to Women God's Gift to Women Comedy, Romance Michael Curtiz Joseph Jackson, Raymond Griffith Warner Bros. Frank Fay, Laura La Plante, Joan Blondell, Charles Winninger, Alan Mowbray, Arthur Edmund Carewe, Billy House, Yola d'Avril, John T. Murray, Louise Brooks, Margaret Livingston, Armand Kaliz, Charles Judels, Tyrell Davis, Eleanor Gutöhrlein A Parisian descendant of Don Juan vows to stop philandering in order to win the hand of a virtous young lady with a disapproving father."
1095,It's Tough to Be Famous,"I guai della celebrità It's Tough to Be Famous Comedy, Drama Alfred E. Green Mary McCall, Robert Lord First National Pictures Douglas Fairbanks Jr., Mary Brian, Harold Minjir, Emma Dunn, Walter Catlett, David Landau, Oscar Apfel, Terrance Ray, J. Carrol Naish, Louise Beavers Fame proves to be too overwhelming when Scott becomes a national hero."
1096,The Great Lover,"Tante donne e nessuna The Great Lover Drama, Romance Harry Beaumont Leo Ditrichstein, Frederic Hatton Metro-Goldwyn-Mayer (MGM) Adolphe Menjou, Irene Dunne, Ernest Torrence, Neil Hamilton, Olga Baclanova, Cliff Edwards, Hale Hamilton, Roscoe Ates, Herman Bing, Elsa Janssen Jean Paurel is a womanizing opera star, who agrees to help Diana Page her career in order to take advantage of her. But instead he finds falling in love with her. To complicate matters, ..."
1097,The Great Meadow,"The Great Meadow The Great Meadow Drama, Western Charles Brabin Charles Brabin, Edith Ellis Metro-Goldwyn-Mayer (MGM) Johnny Mack Brown, Eleanor Boardman, Lucille La Verne, Anita Louise, Gavin Gordon, Guinn 'Big Boy' Williams, Russell Simpson, Sarah Padden, Helen Jerome Eddy, Chief White Spear Berk leaves Diony and their baby to hunt down his mother's murderer and is believed to be dead. Evan provides for them & marries Diony. Berk returns and challenges Evan to a fight but Diony will not be fought over ""as if I'm not human""."
1098,The Guardsman,"The Guardsman The Guardsman Comedy, Drama Sidney Franklin Ferenc Molnár, Ernest Vajda Metro-Goldwyn-Mayer (MGM) Alfred Lunt, Lynn Fontanne, Roland Young, Zasu Pitts, Maude Eburne, Herman Bing A Vienna based acting couple make magic when they perform together on stage. Unknown to the theater going public and despite being married for only six months, that magic seems no longer to..."
1099,The Guilty Generation,"The Guilty Generation The Guilty Generation Crime, Drama, Romance Rowland V. Lee Jo Milward, J. Kirby Hawks Columbia Pictures Leo Carrillo, Constance Cummings, Robert Young, Leslie Fenton, Boris Karloff, Emma Dunn, James Wilcox, Elliott Rothe, Phil Tead, Fred Howard, Eddie Boland, William H. O'Brien, Ruth Warren A Romeo and Juliet love story between the son of a brutal Italian bootlegger and the daughter of his bitter ex-partner, who is engaged in a blood feud with his one-time friend."
1100,Guilty Hands,"Mani colpevoli Guilty Hands Drama, Crime W.S. Van Dyke, Lionel Barrymore Bayard Veiller, Bayard Veiller Metro-Goldwyn-Mayer (MGM) Lionel Barrymore, Kay Francis, Madge Evans, William Bakewell, C. Aubrey Smith, Polly Moran, Alan Mowbray, Forrester Harvey, Charles Crockett, Henry A. Barrows A district attorney commits the perfect murder when he kills his daughter's womanizing fiancé and then tries framing the fiancé's lover."
1101,"Her Majesty, Love","Her Majesty, Love Her Majesty, Love Comedy, Musical, Romance William Dieterle Rudolph Bernauer, Rudolf Österreicher First National Pictures Marilyn Miller, Ben Lyon, W.C. Fields, Leon Errol, Ford Sterling, Chester Conklin, Harry Stubbs, Clarence Wilson, Harry Holman, Ruth Hall, Mae Madison, Maude Eburne, Virginia Sale, William Irving Wealthy man falls in love with a poor girl and proposes to her, going against the wishes of his family."
1102,His Woman,"Il capitano His Woman Drama, Romance Edward Sloman Melville Baker, Dale Collins Paramount Pictures Gary Cooper, Claudette Colbert, Averell Harris, Joseph Calleia, Hamtree Harrington, Sidney Easton, Joan Blair, Charlotte Wynters A woman masquerades as a missionary's daughter to get on a ship bound to New York."
1103,A Holy Terror,"A Holy Terror A Holy Terror Action, Adventure, Western Irving Cummings Max Brand, Myron C. Fagan Fox Film Corporation George O'Brien, Sally Eilers, Rita La Roy, Humphrey Bogart, James Kirkwood, Stanley Fields, Robert Warwick, Richard Tucker, Earl Pingree Eastern millionaire's son Bard finds his father murdered and flies west to see rancher Drew who may know something about it. En route he crashes his plane into Jerry's bathroom; she falls ..."
